Instance,#Args,#Attacks,AVG DEG,MED DEG,AVG IN,MED IN,AVG OUT,MED OUT
view2gt_20150927_1744.gml.20.i23,312,456,2.923076923076923,2.0,1.4615384615384615,1.0,1.4615384615384615,1.0
scc_9394_40_0.4_0.1__5.i23,9394,2169233,461.8337236533958,426.0,230.9168618266979,213.0,230.9168618266979,218.0
BA_160_0_2.i23,161,161,2.0,2.0,1.0,1.0,1.0,1.0
ER_100_100_5.i23,102,5094,99.88235294117646,100.0,49.94117647058823,50.0,49.94117647058823,50.5
g_2295_0.03_7.i23,2295,79267,69.07799564270152,68.0,34.53899782135076,34.0,34.53899782135076,34.0
ER_300_90_2.i23,301,40513,269.18936877076413,268.0,134.59468438538207,134.0,134.59468438538207,134.0
port-authority-of-allegheny-county_20140619_0109.gml.80.i23,6322,13190,4.172730148687124,4.0,2.086365074343562,2.0,2.086365074343562,2.0
BA_100_0_4.i23,101,101,2.0,2.0,1.0,1.0,1.0,1.0
crusti_g2io_175_0.2_511_13.i23,89425,6233136,139.40477495107632,140.0,69.70238747553816,70.0,69.70238747553816,51.0
Large-result_b5.i23,5631,8388608,2979.438110459954,2048.0,1489.719055229977,1024.0,1489.719055229977,1536.0
ER_400_20_9.i23,401,16092,80.25935162094763,80.0,40.12967581047381,40.0,40.12967581047381,40.0
g_2490_0.02_9.i23,2490,62028,49.82168674698795,50.0,24.910843373493975,25.0,24.910843373493975,24.0
admbuster_2000.i23,2000,2998,2.998,2.0,1.499,1.0,1.499,1.0
ER_500_100_5.i23,502,125492,499.9681274900398,500.0,249.9840637450199,250.0,249.9840637450199,250.0
ER_200_20_3.i23,201,3929,39.09452736318408,40.0,19.54726368159204,20.0,19.54726368159204,19.0
Medium-result_b8.i23,2074,1669261,1609.702025072324,1630.0,804.851012536162,815.0,804.851012536162,943.0
Large-result_b16.i23,8079,21898240,5421.027354870653,5504.0,2710.5136774353264,2752.0,2710.5136774353264,2192.0
bw3.pfile-3-03.pddl.4.cnf.i23,539,937,3.476808905380334,2.0,1.738404452690167,1.0,1.738404452690167,1.0
st_659_37_25_686.i23,659,11833,35.91198786039454,36.0,17.95599393019727,18.0,17.95599393019727,17.0
afinput_exp_acyclic_depvary_step7_batch_yyy08.i23,1009,969854,1922.406342913776,1966.0,961.203171456888,983.0,961.203171456888,992.0
afinput_exp_cycles_indvary1_step4_batch_yyy03.i23,127,12544,197.54330708661416,226.0,98.77165354330708,113.0,98.77165354330708,110.0
WS_500_8_70_70.i23,500,2000,8.0,8.0,4.0,4.0,4.0,4.0
WS_500_16_50_50.i23,500,4000,16.0,16.0,8.0,8.0,8.0,8.0
ER_200_60_6.i23,201,12081,120.2089552238806,120.0,60.1044776119403,60.0,60.1044776119403,59.0
afinput_exp_acyclic_depvary_step5_batch_yyy08.i23,384,133973,697.7760416666666,726.0,348.8880208333333,363.0,348.8880208333333,370.0
WS_400_16_10_30.i23,400,3200,16.0,16.0,8.0,8.0,8.0,8.0
n128p5q2_ve.i23,128,4737,74.015625,74.0,37.0078125,37.0,37.0078125,37.0
rennes_2015-12-18.gml.50.i23,701,1508,4.302425106990015,4.0,2.1512125534950073,2.0,2.1512125534950073,2.0
scc_658_18_0.5_0.2__10.i23,658,24511,74.5015197568389,71.0,37.25075987841945,35.5,37.25075987841945,33.0
sembuster_1200.i23,1200,161200,268.6666666666667,202.0,134.33333333333334,101.0,134.33333333333334,1.0
ER_500_80_6.i23,501,100229,400.11576846307383,400.0,200.05788423153692,200.0,200.05788423153692,200.0
WS_100_6_10_50.i23,100,300,6.0,6.0,3.0,3.0,3.0,3.0
sembuster_3600.i23,3600,1443600,802.0,602.0,401.0,301.0,401.0,1.0
crusti_g2io_150_0.1_255_26.i23,38250,1711292,89.4793202614379,90.0,44.73966013071895,45.0,44.73966013071895,25.0
g_3409_0.02_8.i23,3409,115929,68.01349369316515,66.0,34.00674684658257,33.0,34.00674684658257,33.0
yubasutter_ca_2015-12-02.gml.50.i23,216,409,3.787037037037037,4.0,1.8935185185185186,2.0,1.8935185185185186,2.0
Large-result_b22.i23,10623,23429120,4411.017603313565,3840.0,2205.5088016567825,1920.0,2205.5088016567825,2432.0
admbuster_20000.i23,20000,29998,2.9998,2.0,1.4999,1.0,1.4999,1.0
st_1015_36_27_3440.i23,1015,17706,34.888669950738915,36.0,17.444334975369458,18.0,17.444334975369458,17.0
crusti_g2io_175_0.2_511_36.i23,89425,6238768,139.5307352530053,140.0,69.76536762650265,70.0,69.76536762650265,50.0
scc_6552_62_0.4_0.2__2.i23,6552,1545545,471.778083028083,452.0,235.8890415140415,226.0,235.8890415140415,210.5
st_902_67_36_2711.i23,902,28780,63.813747228381374,66.0,31.906873614190687,33.0,31.906873614190687,32.0
crusti_g2io_300_0.2_255_17.i23,76500,9146812,239.13233986928105,240.0,119.56616993464053,120.0,119.56616993464053,79.0
WS_400_24_30_10.i23,400,4800,24.0,24.0,12.0,12.0,12.0,12.0
crusti_g2io_250_0.2_255_31.i23,63750,6350548,199.23287843137254,200.0,99.61643921568627,100.0,99.61643921568627,67.0
scc_1421_35_0.4_0.1__10.i23,1421,52063,73.27656579873329,70.0,36.638282899366644,35.0,36.638282899366644,36.0
ER_100_80_10.i23,101,4055,80.29702970297029,80.0,40.148514851485146,40.0,40.148514851485146,40.0
afinput_exp_cycles_depvary_step3_batch_yyy02.i23,268,65431,488.2910447761194,514.0,244.1455223880597,257.0,244.1455223880597,255.0
Medium-result_b28.i23,796,323666,813.2311557788945,722.0,406.61557788944725,361.0,406.61557788944725,327.0
ER_300_20_2.i23,301,8895,59.10299003322259,58.0,29.551495016611295,29.0,29.551495016611295,30.0
BA_160_70_1.i23,161,272,3.37888198757764,2.0,1.68944099378882,1.0,1.68944099378882,1.0
