Instance,#Args,#Attacks,AVG DEG,MED DEG,AVG IN,MED IN,AVG OUT,MED OUT
ferry2.pfile-L2-C2-08.pddl.2.cnf.tgf,276,500,3.6231884057971016,2.0,1.8115942028985508,1.0,1.8115942028985508,1.0
ER_100_50_6.tgf,101,2489,49.28712871287129,48.0,24.643564356435643,24.0,24.643564356435643,25.0
WS_400_8_30_30.tgf,400,1600,8.0,8.0,4.0,4.0,4.0,4.0
university-of-pretoria_20150805_1406.normalized.gml.80.tgf,13,17,2.6153846153846154,2.0,1.3076923076923077,1.0,1.3076923076923077,1.0
admbuster_50000.tgf,50000,74998,2.99992,2.0,1.49996,1.0,1.49996,1.0
ER_300_100_7.tgf,302,45305,300.0331125827815,298.0,150.01655629139074,149.0,150.01655629139074,151.0
BA_40_60_2.tgf,41,65,3.1707317073170733,2.0,1.5853658536585367,1.0,1.5853658536585367,1.0
omnitrans_20151217_1124.gml.20.tgf,2188,3028,2.7678244972577697,2.0,1.3839122486288848,1.0,1.3839122486288848,1.0
ferry2.pfile-L2-C2-06.pddl.2.cnf.tgf,239,432,3.6150627615062763,2.0,1.8075313807531381,1.0,1.8075313807531381,1.0
scc_359_50_5_17.tgf,359,2657,14.802228412256268,14.0,7.401114206128134,7.0,7.401114206128134,7.0
afinput_exp_acyclic_depvary_step5_batch_yyy08.tgf,384,133973,697.7760416666666,726.0,348.8880208333333,363.0,348.8880208333333,370.0
sembuster_600.tgf,600,40600,135.33333333333334,102.0,67.66666666666667,51.0,67.66666666666667,1.0
sembuster_900.tgf,900,90900,202.0,152.0,101.0,76.0,101.0,1.0
WS_500_8_50_70.tgf,500,2000,8.0,8.0,4.0,4.0,4.0,4.0
BA_120_20_2.tgf,121,145,2.396694214876033,2.0,1.1983471074380165,1.0,1.1983471074380165,1.0
admbuster_2000.tgf,2000,2998,2.998,2.0,1.499,1.0,1.499,1.0
admbuster_20000.tgf,20000,29998,2.9998,2.0,1.4999,1.0,1.4999,1.0
WS_400_8_10_70.tgf,400,1600,8.0,8.0,4.0,4.0,4.0,4.0
BA_100_20_1.tgf,101,121,2.396039603960396,2.0,1.198019801980198,1.0,1.198019801980198,1.0
BA_40_80_4.tgf,41,73,3.5609756097560976,2.0,1.7804878048780488,1.0,1.7804878048780488,1.0
stb_245_206.tgf,245,649,5.297959183673469,6.0,2.6489795918367345,3.0,2.6489795918367345,2.0
admbuster_1000.tgf,1000,1498,2.996,2.0,1.498,1.0,1.498,1.0
grd_1948_5_1.tgf,1948,94841,97.37268993839835,96.0,48.686344969199176,48.0,48.686344969199176,48.0
stb_161_74.tgf,161,1400,17.391304347826086,18.0,8.695652173913043,9.0,8.695652173913043,9.0
scc_669_70_10_21.tgf,669,20208,60.412556053811656,58.0,30.206278026905828,29.0,30.206278026905828,28.0
sembuster_60.tgf,60,460,15.333333333333334,12.0,7.666666666666667,6.0,7.666666666666667,1.0
ER_400_100_8.tgf,402,80398,399.99004975124376,400.0,199.99502487562188,200.0,199.99502487562188,200.0
afinput_exp_acyclic_indvary3_step7_batch_yyy01.tgf,15,2,0.26666666666666666,0.0,0.13333333333333333,0.0,0.13333333333333333,0.0
ER_400_100_9.tgf,402,80386,399.9303482587065,398.0,199.96517412935324,199.0,199.96517412935324,201.0
ferry2.pfile-L2-C1-02.pddl.2.cnf.tgf,160,279,3.4875,2.0,1.74375,1.0,1.74375,1.0
stb_199_128.tgf,199,442,4.442211055276382,4.0,2.221105527638191,2.0,2.221105527638191,2.0
sembuster_1200.tgf,1200,161200,268.6666666666667,202.0,134.33333333333334,101.0,134.33333333333334,1.0
grd_3018_3_7.tgf,3018,137019,90.80119284294234,88.0,45.40059642147117,44.0,45.40059642147117,45.0
massachusetts-archiver_20090912_0208.gml.50.tgf,34,58,3.411764705882353,2.0,1.7058823529411764,1.0,1.7058823529411764,1.0
afinput_exp_cycles_indvary3_step4_batch_yyy03.tgf,15,5,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0
ferry2.pfile-L2-C4-07.pddl.3.cnf.tgf,754,1336,3.543766578249337,2.0,1.7718832891246685,1.0,1.7718832891246685,1.0
massachusetts_blockislandferry_2015-11-13.gml.80.tgf,2,1,1.0,1.0,0.5,0.5,0.5,0.5
stb_138_162.tgf,138,1391,20.159420289855074,22.0,10.079710144927537,11.0,10.079710144927537,10.0
afinput_exp_cycles_indvary1_step8_batch_yyy08.tgf,41,216,10.536585365853659,6.0,5.2682926829268295,3.0,5.2682926829268295,0.0
grd_156_3_6.tgf,156,409,5.243589743589744,4.0,2.621794871794872,2.0,2.621794871794872,2.0
WS_200_14_30_70.tgf,200,1400,14.0,14.0,7.0,7.0,7.0,7.0
grd_1892_1_3.tgf,1892,17773,18.787526427061312,18.0,9.393763213530656,9.0,9.393763213530656,9.0
BA_40_30_3.tgf,41,53,2.5853658536585367,2.0,1.2926829268292683,1.0,1.2926829268292683,1.0
empresa-publica-de-transportes-e-circulao_20141104_0243.gml.20.tgf,930,2577,5.541935483870968,4.0,2.770967741935484,2.0,2.770967741935484,2.0
ferry2.pfile-L3-C1-04.pddl.3.cnf.tgf,373,647,3.4691689008042896,2.0,1.7345844504021448,1.0,1.7345844504021448,1.0
scc_874_30_20_25.tgf,874,28768,65.83066361556064,68.0,32.91533180778032,34.0,32.91533180778032,34.0
afinput_exp_acyclic_indvary1_step3_batch_yyy06.tgf,74,3427,92.62162162162163,110.0,46.310810810810814,55.0,46.310810810810814,55.5
ER_100_20_8.tgf,101,955,18.91089108910891,18.0,9.455445544554456,9.0,9.455445544554456,9.0
WS_400_8_70_10.tgf,400,1600,8.0,8.0,4.0,4.0,4.0,4.0
scc_411_40_10_23.tgf,411,5165,25.1338199513382,24.0,12.5669099756691,12.0,12.5669099756691,12.0
grd_11095_2_10.tgf,11095,1230678,221.84371338440738,220.0,110.92185669220369,110.0,110.92185669220369,110.0
stb_330_291.tgf,330,3214,19.47878787878788,20.0,9.73939393939394,10.0,9.73939393939394,10.0
WS_200_20_90_50.tgf,200,2000,20.0,20.0,10.0,10.0,10.0,10.0
WS_400_16_10_10.tgf,400,3200,16.0,16.0,8.0,8.0,8.0,8.0
alexandria-transit-company-dash_20151202_1518.gml.20.tgf,481,746,3.101871101871102,2.0,1.550935550935551,1.0,1.550935550935551,2.0
stb_410_118.tgf,410,3720,18.146341463414632,18.0,9.073170731707316,9.0,9.073170731707316,9.0
scc_9565_40_5_3.tgf,9565,1595984,333.71332984840564,334.0,166.85666492420282,167.0,166.85666492420282,164.0
bw2.pfile-3-02.pddl.2.cnf.tgf,161,285,3.540372670807453,2.0,1.7701863354037266,1.0,1.7701863354037266,1.0
ER_200_20_10.tgf,201,4036,40.159203980099505,38.0,20.079601990049753,19.0,20.079601990049753,20.0
commute.org_20140813_1738.gml.20.tgf,116,198,3.413793103448276,4.0,1.706896551724138,2.0,1.706896551724138,2.0
grd_14060_1_7.tgf,14060,987351,140.44822190611663,140.0,70.22411095305831,70.0,70.22411095305831,70.0
BA_40_80_2.tgf,41,73,3.5609756097560976,2.0,1.7804878048780488,1.0,1.7804878048780488,1.0
scc_885_60_20_2.tgf,885,49036,110.81581920903955,102.0,55.40790960451977,51.0,55.40790960451977,47.0
afinput_exp_acyclic_indvary2_step2_batch_yyy10.tgf,848,698383,1647.129716981132,1670.0,823.564858490566,835.0,823.564858490566,840.0
bw2.pfile-3-05.pddl.2.cnf.tgf,162,287,3.54320987654321,2.0,1.771604938271605,1.0,1.771604938271605,1.0
BA_160_20_3.tgf,161,193,2.3975155279503104,2.0,1.1987577639751552,1.0,1.1987577639751552,1.0
long-island-rail-road_20140216_0114.gml.20.tgf,122,283,4.639344262295082,4.0,2.319672131147541,2.0,2.319672131147541,2.0
WS_200_20_50_30.tgf,200,2000,20.0,20.0,10.0,10.0,10.0,10.0
admbuster_200000.tgf,200000,299998,2.99998,2.0,1.49999,1.0,1.49999,1.0
sembuster_2400.tgf,2400,642400,535.3333333333334,402.0,267.6666666666667,201.0,267.6666666666667,1.0
ER_200_30_7.tgf,201,5896,58.666666666666664,58.0,29.333333333333332,29.0,29.333333333333332,29.0
sembuster_1800.tgf,1800,361800,402.0,302.0,201.0,151.0,201.0,1.0
WS_200_28_70_70.tgf,200,2800,28.0,28.0,14.0,14.0,14.0,14.0
WS_200_20_90_70.tgf,200,2000,20.0,20.0,10.0,10.0,10.0,10.0
afinput_exp_acyclic_depvary_step8_batch_yyy09.tgf,971,893586,1840.5478887744594,1894.0,920.2739443872297,947.0,920.2739443872297,949.0
afinput_exp_cycles_indvary2_step1_batch_yyy10.tgf,691,449360,1300.6078147612156,1340.0,650.3039073806078,670.0,650.3039073806078,676.0
BA_80_50_4.tgf,81,121,2.9876543209876543,2.0,1.4938271604938271,1.0,1.4938271604938271,1.0
BA_60_70_1.tgf,61,102,3.3442622950819674,2.0,1.6721311475409837,1.0,1.6721311475409837,1.0
ER_500_100_8.tgf,502,125495,499.9800796812749,500.0,249.99003984063745,250.0,249.99003984063745,250.0
cooscounty_or_2015-12-03.gml.50.tgf,65,145,4.461538461538462,4.0,2.230769230769231,2.0,2.230769230769231,2.0
afinput_exp_acyclic_indvary2_step2_batch_yyy07.tgf,1223,1448126,2368.153720359771,2424.0,1184.0768601798854,1212.0,1184.0768601798854,1211.0
ferry2.pfile-L3-C4-01.pddl.3.cnf.tgf,1180,2156,3.6542372881355933,2.0,1.8271186440677967,1.0,1.8271186440677967,1.0
stb_287_202.tgf,287,2810,19.581881533101047,20.0,9.790940766550523,10.0,9.790940766550523,9.0
grd_14020_4_10.tgf,14020,3929675,560.5813124108416,560.0,280.2906562054208,280.0,280.2906562054208,279.0
scc_7739_40_5_1.tgf,7739,944317,244.04109058017832,248.0,122.02054529008916,124.0,122.02054529008916,122.0
