Instance,#Args,#Attacks,AVG DEG,MED DEG,AVG IN,MED IN,AVG OUT,MED OUT
B-2-afinput_exp_cycles_indvary2_step1_batch_yyy10.tgf,691,449360,1300.6078147612156,1340.0,650.3039073806078,670.0,650.3039073806078,676.0
A-3-afinput_exp_cycles_indvary1_step1_batch_yyy03.tgf,475,218439,919.7431578947369,934.0,459.87157894736845,467.0,459.87157894736845,469.0
Small-result-b56.tgf,46,651,28.304347826086957,26.0,14.152173913043478,13.0,14.152173913043478,15.0
T-2-grd_3018_3_7.tgf,3018,137019,90.80119284294234,88.0,45.40059642147117,44.0,45.40059642147117,45.0
T-1-BA_100_10_3.tgf,101,111,2.198019801980198,2.0,1.099009900990099,1.0,1.099009900990099,1.0
B-3-stb_380_405.tgf,380,4503,23.7,24.0,11.85,12.0,11.85,12.0
A-3-afinput_exp_cycles_indvary2_step1_batch_yyy03.tgf,639,395445,1237.6995305164319,1248.0,618.8497652582159,624.0,618.8497652582159,635.0
B-2-stb_330_291.tgf,330,3214,19.47878787878788,20.0,9.73939393939394,10.0,9.73939393939394,10.0
n100p3q34ve.tgf,100,2025,40.5,40.0,20.25,20.0,20.25,20.0
A-1-ferry2.pfile-L2-C1-05.pddl.3.cnf.tgf,205,334,3.2585365853658534,2.0,1.6292682926829267,1.0,1.6292682926829267,1.0
A-2-afinput_exp_cycles_depvary_step4_batch_yyy03.tgf,457,198259,867.6542669584245,878.0,433.82713347921225,439.0,433.82713347921225,454.0
T-3-afinput_exp_cycles_indvary2_step1_batch_yyy10.tgf,691,449360,1300.6078147612156,1340.0,650.3039073806078,670.0,650.3039073806078,676.0
Small-result-b87.tgf,24,147,12.25,16.0,6.125,8.0,6.125,9.0
n256p3q08n.tgf,256,10695,83.5546875,82.0,41.77734375,41.0,41.77734375,42.0
Small-result-b33.tgf,9,24,5.333333333333333,4.0,2.6666666666666665,2.0,2.6666666666666665,2.0
C-1-WS_200_28_70_10.tgf,200,2800,28.0,28.0,14.0,14.0,14.0,14.0
B-3-stb_767_429.tgf,767,3415,8.904823989569753,10.0,4.452411994784876,5.0,4.452411994784876,4.0
C-1-admbuster_6000.tgf,6000,8998,2.9993333333333334,2.0,1.4996666666666667,1.0,1.4996666666666667,1.0
T-1-grd_156_3_6.tgf,156,409,5.243589743589744,4.0,2.621794871794872,2.0,2.621794871794872,2.0
Small-result-b55.tgf,45,752,33.422222222222224,36.0,16.711111111111112,18.0,16.711111111111112,18.0
A-1-stb_190_70.tgf,190,821,8.642105263157895,8.0,4.321052631578947,4.0,4.321052631578947,4.0
T-2-admbuster_8000.tgf,8000,11998,2.9995,2.0,1.49975,1.0,1.49975,1.0
C-1-stb_373_251.tgf,373,2491,13.35656836461126,14.0,6.67828418230563,7.0,6.67828418230563,6.0
Small-result-b105.tgf,78,1332,34.15384615384615,26.0,17.076923076923077,13.0,17.076923076923077,15.0
B-3-WS_300_16_90_30.tgf,300,2400,16.0,16.0,8.0,8.0,8.0,8.0
C-2-afinput_exp_cycles_depvary_step3_batch_yyy08.tgf,621,375128,1208.1417069243157,1226.0,604.0708534621579,613.0,604.0708534621579,614.0
B-2-comune-di-castellanza_20151218_2338.gml.80.tgf,35,96,5.485714285714286,4.0,2.742857142857143,2.0,2.742857142857143,3.0
Small-result-b22.tgf,47,512,21.78723404255319,32.0,10.893617021276595,16.0,10.893617021276595,16.0
A-1-afinput_exp_acyclic_indvary3_step1_batch_yyy10.tgf,30,85,5.666666666666667,4.0,2.8333333333333335,2.0,2.8333333333333335,0.0
Small-result-b24.tgf,95,2048,43.11578947368421,64.0,21.557894736842105,32.0,21.557894736842105,32.0
A-1-stb_389_42.tgf,389,1652,8.49357326478149,8.0,4.246786632390745,4.0,4.246786632390745,4.0
Small-result-b11.tgf,14,56,8.0,8.0,4.0,4.0,4.0,7.0
A-3-afinput_exp_cycles_indvary1_step3_batch_yyy02.tgf,556,299028,1075.6402877697842,1094.0,537.8201438848921,547.0,537.8201438848921,548.0
T-2-ferry2.pfile-L3-C3-03.pddl.2.cnf.tgf,933,1838,3.939978563772776,2.0,1.969989281886388,1.0,1.969989281886388,1.0
T-2-afinput_exp_acyclic_depvary_step5_batch_yyy03.tgf,374,125742,672.4171122994652,714.0,336.2085561497326,357.0,336.2085561497326,356.0
Small-result-b46.tgf,24,175,14.583333333333334,14.0,7.291666666666667,7.0,7.291666666666667,9.0
C-2-afinput_exp_acyclic_depvary_step6_batch_yyy05.tgf,626,358110,1144.1214057507987,1190.0,572.0607028753993,595.0,572.0607028753993,606.0
A-3-afinput_exp_acyclic_depvary_step5_batch_yyy01.tgf,551,286921,1041.4555353901997,1072.0,520.7277676950998,536.0,520.7277676950998,537.0
Small-result-b42.tgf,13,36,5.538461538461538,4.0,2.769230769230769,2.0,2.769230769230769,0.0
